"tree_species","insect_species","fungi_strain","site","year","interaction_id","temperature","humidity","tree_dbh","tree_height","tree_health","insect_size_base","insect_size","insect_resistance_base","insect_resistance","fungus_growth_base","fungus_growth","fungus_virulence_base","fungus_virulence","tree_damage","infection_success","vector_efficiency","tree_defense_response","observation_date","observer_id"
"Tree_E","Insect_B","Fungi_3","SITE_0013",2021,156,44.8789368225149,60.6271887508433,14.9395816842588,7.07167402946186,0.941297864634544,12,18.1009100816068,0.9,0.863053073856326,10,12.7998563825579,0.9,1,0.127957103117828,0,1.853972268125,0.517272717003847,2021-09-18,"OBSV_1522"
"Tree_A","Insect_D","Fungi_3","SITE_0001",2019,157,8.0624345861463,78.73944141623,17.5708897898716,12.4870280302166,0.9748338741716,10,9.09426657746513,0.8,0.642880008747676,10,13.6772341810401,0.9,0.858081993954282,0.352275362154989,1,3.54897136315822,0.495780013098498,2019-09-11,"OBSV_1406"
"Tree_A","Insect_B","Fungi_1","SITE_0002",2020,158,2.16531174600199,61.1409919562911,8.13127330289354,3.77426721797344,0.785368703911081,12,9.08981797864332,0.9,0.920988401619366,12,10.7111842668005,0.8,0.605500058850004,0,0,1.02384825597576,0.362644070814209,2020-09-09,"OBSV_1006"
"Tree_A","Insect_E","Fungi_2","SITE_0011",2018,159,18.6709780914768,53.1372203064811,37.4717697058089,27.0458322253745,0.531887443992309,14,12.8146335930943,0.6,0.636002376469917,15,11.6468917129833,0.6,0.694638676322589,0.20930848612671,0,4.72270117423112,0.214826672051165,2018-04-15,"OBSV_1681"
"Tree_E","Insect_E","Fungi_1","SITE_0007",2019,160,9.90596575558137,51.3887109222355,39.1125146676,28.2986292243038,0.539170650509186,14,8.90976551025764,0.6,0.638564543353036,12,10.520537395719,0.8,0.730741082861361,0.0818730156236721,0,2.96148102563754,0.250619291315967,2019-04-17,"OBSV_1901"
"Tree_D","Insect_A","Fungi_1","SITE_0014",2020,161,5.14255904915535,88.7469440139443,3.6263230907254,1.99833831134556,0.837180479988456,15,12.6088419431001,0.7,0.752068426726323,12,24.2383964555167,0.8,0.481595046059192,0.224433667558825,0,3.2473722925039,0.184719532262605,2020-07-28,"OBSV_1242"
"Tree_E","Insect_E","Fungi_4","SITE_0012",2022,162,19.9910386409315,53.8285072449537,5.81495619906052,6.13367029279468,0.702688637631945,14,13.3450620876842,0.6,0.48885323015404,18,12.8415195810792,0.5,0.404767054748425,0.190537811550603,0,5.36303566941157,0.329394437432307,2022-05-13,"OBSV_1760"
"Tree_E","Insect_C","Fungi_3","SITE_0001",2022,163,8.61576948981217,82.8291359707545,38.2436925702623,27.6537850338758,0.781918025109917,18,15.3751624866331,0.5,0.46231708937157,10,18.9272742092982,0.9,0.627485673871087,0.147076909857518,0,8.365157719466,0.167610917798184,2022-08-06,"OBSV_1043"
"Tree_E","Insect_E","Fungi_4","SITE_0002",2020,164,-0.290761032864368,89.5785693011087,42.1781736090574,28.1757338384484,0.97488196559716,14,8.61480322580542,0.6,0.689888369517402,18,32.4453932210508,0.5,0.351823563202094,0.190422683816831,0,2.09876930939824,0.436001913615155,2020-05-23,"OBSV_1328"
"Tree_B","Insect_E","Fungi_4","SITE_0001",2018,165,9.55408179802842,30.2015761661385,42.7843830089499,33.1118950201782,0.831454036105424,14,14.9323081766274,0.6,0.701462898150905,18,3.71099355581842,0.5,0.453940428463319,0.124991566030089,0,4.42941431206374,0.849534468033802,2018-09-21,"OBSV_1386"
"Tree_B","Insect_B","Fungi_3","SITE_0005",2018,166,-7.1077331600561,95,30.1798127532549,20.2055754550794,0.564141069841571,12,6.48606603261482,0.9,0.878784483457068,10,20.1064047935201,0.9,0.605321686925089,0.0111225102370333,0,0.797698371825827,0.39492861336179,2018-07-04,"OBSV_1871"
"Tree_E","Insect_B","Fungi_1","SITE_0012",2021,167,25.487403328854,52.4205937788811,11.5866316235059,10.3301926683268,0.750260601053014,12,12.1032748542538,0.9,0.909467581744887,12,13.3625155447435,0.8,0.991319946530803,0.10890374144064,0,1.04709978583199,0.441023725202181,2021-05-16,"OBSV_1053"
"Tree_E","Insect_B","Fungi_1","SITE_0008",2020,168,0.679963837950186,54.7861970772394,35.4845009011724,25.4620362776916,0.829717643465847,12,7.45310581409475,0.9,1,12,13.0540521926336,0.8,0.62249516639211,0.0381596992355335,0,-0.0378763875040199,0.897084849408379,2020-07-06,"OBSV_1193"
"Tree_A","Insect_D","Fungi_3","SITE_0015",2020,169,7.96794693532899,43.8603858133541,37.4662672201818,25.7586377849874,0.799751624767668,10,6.69914663089912,0.8,0.951824794772012,10,3.90090875787805,0.9,0.721352625426059,0,0,1.12026998357022,1.25647353683897,2020-09-26,"OBSV_1310"
"Tree_E","Insect_E","Fungi_4","SITE_0003",2019,170,8.12829554136534,30,26.1488326098601,19.6126873525386,0.545123363821767,14,12.7244105891659,0.6,0.631505161564435,18,1.60254691753009,0.5,0.396942952132073,0.00488457352060773,0,4.2492007259249,0.782078238811955,2019-05-06,"OBSV_1339"
"Tree_A","Insect_D","Fungi_2","SITE_0005",2021,171,0.877616922066571,85.895769701002,20.014640858905,13.353916603332,0.60640219990164,10,6.79507977959407,0.8,0.818596365250285,15,22.8039942696327,0.6,0.476512502269833,0.143115121452573,0,1.02830601455595,1.30927134228875,2021-06-17,"OBSV_1332"
"Tree_D","Insect_A","Fungi_1","SITE_0008",2018,172,15.6809514706487,45.7848235645403,27.8375473880011,20.8517385348632,0.552207584003918,15,13.6687617771276,0.7,0.649861727629811,12,7.84774772517679,0.8,0.748607623748616,0.0520407768020901,0,4.79694776478288,0.989450459987511,2018-09-27,"OBSV_1568"
"Tree_B","Insect_C","Fungi_1","SITE_0015",2020,173,14.55975781408,95,31.0910411684741,20.3550942262957,0.401029903814197,18,18.5690857741133,0.5,0.458236509503813,12,24.7329565160352,0.8,0.822076395589459,0.155323370718249,0,10.0963183767133,0.0759009204161713,2020-09-02,"OBSV_1878"
"Tree_B","Insect_E","Fungi_3","SITE_0006",2021,174,8.18183007534091,72.0770523357262,9.66765012750124,9.05300992048118,0.76293075082358,14,15.9339071249494,0.6,0.474433781984218,10,11.0704619881266,0.9,0.811656463522477,0.408570972735203,1,7.66302121131192,0.19015788479798,2021-07-19,"OBSV_1502"
"Tree_D","Insect_B","Fungi_1","SITE_0008",2020,175,2.60327967405552,30,70.6615308355209,47.2830967230383,0.533818999421783,12,11.2797301807427,0.9,1,12,3.060856247907,0.8,0.562036173208816,0.013850038647429,0,-0.331326099100954,0.623892415490003,2020-09-05,"OBSV_1766"
"Tree_A","Insect_E","Fungi_2","SITE_0009",2023,176,11.3308799930153,59.9761034132375,31.5942149915777,20.8902524592133,0.469190904963762,14,11.0795386202231,0.6,0.460044174691477,15,11.6913904870048,0.6,0.519980546413941,0.0805064827765211,0,6.65390883052735,1.2036921537,2023-09-01,"OBSV_1119"
"Tree_E","Insect_E","Fungi_2","SITE_0014",2022,177,23.3746388931908,69.2760233700394,25.7969090350157,19.2409995208416,0.339102411177009,14,14.3675236542001,0.6,0.696513182805506,15,17.261207876957,0.6,0.640663067042713,0.176498044843699,0,4.6017162162794,0.45851278258793,2022-07-18,"OBSV_1419"
"Tree_A","Insect_C","Fungi_4","SITE_0008",2019,178,7.80024527395545,30,18.0434478351955,13.0414110303426,0.611936638271436,18,16.6442260696014,0.5,0.423671289372391,18,-0.702974054814776,0.5,0.455926814105638,0.321561135393442,1,9.2480045766964,0.106932959356256,2019-09-09,"OBSV_1879"
"Tree_B","Insect_D","Fungi_3","SITE_0014",2023,179,11.1703512317768,30,20.5674190486056,15.7206839058108,0.321157466992736,10,8.34686637066449,0.8,0.875613618043447,10,-1.45322478038599,0.9,0.757491215203473,0.0664982359003431,0,1.20096013246989,0.288771567676022,2023-05-07,"OBSV_1896"
"Tree_D","Insect_A","Fungi_1","SITE_0001",2019,180,16.503856999947,54.6958936837182,34.5667746460044,22.3154767332427,0.545974108413793,15,16.5318570331614,0.7,0.582466243081474,12,9.70923403344905,0.8,0.976234684517758,0.314525997417496,1,7.14869409066302,0.175054590494816,2019-07-02,"OBSV_1958"
"Tree_D","Insect_D","Fungi_1","SITE_0007",2022,181,3.05793528951583,95,100.215864780449,68.5276263805106,0.529245369136333,10,7.55288381852702,0.8,0.78122871940453,12,24.8854035357766,0.8,0.472937598572917,0.0253797792528805,0,1.6329850703712,1.09020782664252,2022-05-22,"OBSV_1953"
"Tree_D","Insect_C","Fungi_3","SITE_0015",2018,182,24.2008442736275,95,21.6015412442094,13.6506346347573,0.869225282757543,18,22.3028478257407,0.5,0.343225966533872,10,23.1011210189524,0.9,1,0.520675678184669,1,14.7203514248954,0.0280574639544379,2018-08-13,"OBSV_1193"
"Tree_E","Insect_B","Fungi_4","SITE_0014",2023,183,23.2584152142278,41.221154642328,15.7683513666253,11.960825632682,0.740092556364834,12,13.5270271480908,0.9,1,18,7.71022939319121,0.5,0.506983352620252,0.0343571481650556,0,0.0611348794901341,1.20343270837771,2023-05-24,"OBSV_1452"
"Tree_C","Insect_A","Fungi_2","SITE_0003",2022,184,-3.83090184920412,67.1093599967333,30.1053020081991,19.2603354123088,0.606078804447316,15,7.07308605555855,0.7,0.71551781262301,15,22.0216266696738,0.6,0.364771937037394,0.17251366333842,0,2.09485438774837,1.01500995559087,2022-09-07,"OBSV_1710"
"Tree_B","Insect_C","Fungi_3","SITE_0012",2020,185,26.3360137604808,92.2315857918649,27.3801346389579,16.7095103517295,0.872238643700257,18,20.6449387936494,0.5,0.517850842788995,10,17.5354506473054,0.9,1,0.274946074718452,0,10.3740756530171,0.415694023707249,2020-08-22,"OBSV_1673"
"Tree_C","Insect_B","Fungi_2","SITE_0002",2023,186,11.5785132511229,58.7692805180187,28.2145813262077,21.2592950047589,0.822611168166622,12,11.6476936019767,0.9,0.769511558151361,15,13.5933063498827,0.6,0.40066796121396,0.114109568829994,0,3.56737399680573,0.794883404927066,2023-04-22,"OBSV_1604"
"Tree_C","Insect_D","Fungi_3","SITE_0006",2022,187,19.9297508629241,62.309560448122,17.1205284859337,10.0306654146473,0.431381859979592,10,11.5777180891725,0.8,0.868009990338395,10,7.37669637270812,0.9,1,0.12537652512598,0,1.75531698157823,0.204385350041734,2022-05-05,"OBSV_1917"
"Tree_D","Insect_C","Fungi_2","SITE_0015",2021,188,-0.695505812440134,30,55.564463659797,38.6842441425516,0.553640175797045,18,11.0804814090884,0.5,0.523440897703894,15,-0.15125156488897,0.6,0.397493336765246,0.141313071281806,0,3.49451336656893,0.322995273893085,2021-05-08,"OBSV_1039"
"Tree_E","Insect_E","Fungi_4","SITE_0007",2018,189,9.10059917813344,63.8341359450167,12.236689765878,8.39076973321755,0.67958051704336,14,12.4135101084565,0.6,0.560408720565978,18,21.7011632912803,0.5,0.540372173286154,0.0702155477079273,0,5.71937225041577,0.429714824217844,2018-06-13,"OBSV_1489"
"Tree_C","Insect_C","Fungi_2","SITE_0001",2023,190,-1.17929426888539,81.1759742321323,58.7241626669871,39.3889001014526,0.824059443338774,18,12.678074584946,0.5,0.393883445646486,15,23.6693950938097,0.6,0.32560967383998,0.181442683715581,0,7.94159687430103,0.569191536629598,2023-07-24,"OBSV_1154"
"Tree_E","Insect_E","Fungi_3","SITE_0006",2022,191,11.7726069657943,38.7313198173176,20.1783452909707,17.7137650491351,0.368602659367025,14,11.6129479367068,0.6,0.602722922098195,10,2.11791871443218,0.9,0.727642393908911,0,0,4.99713654392548,0.234601403889644,2022-05-25,"OBSV_1172"
"Tree_A","Insect_A","Fungi_4","SITE_0014",2020,192,7.12230180118225,47.038949338953,22.8441155252561,16.7881125608869,0.675486220419407,15,10.1200366046312,0.7,0.640970062681602,18,10.4151124273425,0.5,0.317764122355937,0.139083338947021,0,4.17907498032399,0.613491082646997,2020-04-02,"OBSV_1176"
"Tree_A","Insect_D","Fungi_1","SITE_0006",2023,193,23.9780227292775,82.5869803252991,48.8073458604404,31.3141208271977,0.751629362953827,10,11.3150636466823,0.8,0.686224220122125,12,16.6228894336322,0.8,0.815603355502924,0.152730960022915,0,2.48380181280719,0.429485510047593,2023-08-25,"OBSV_1166"
"Tree_A","Insect_D","Fungi_1","SITE_0004",2020,194,3.94663816317465,39.0657595562176,65.4459559362916,48.9210820687508,0.302246785024181,10,8.26692982925074,0.8,0.978635112979687,12,5.8731730200089,0.8,0.496092507816445,0,0,-0.20553753036661,0.210436012638611,2020-07-08,"OBSV_1515"
"Tree_E","Insect_E","Fungi_3","SITE_0011",2020,195,32.5813371277594,41.1636807563159,31.2296482760275,20.935057072673,0.90657555940561,14,19.5190846182242,0.6,0.643214812478684,10,5.41506221950899,0.9,1,0.213572500594166,0,7.07341497648675,0.851935191731367,2020-09-06,"OBSV_1423"
"Tree_E","Insect_D","Fungi_1","SITE_0001",2019,196,3.41486012059659,52.7567229756208,58.7037070739311,39.9206144507295,0.623136856709607,10,6.64913902454554,0.8,0.738060941475477,12,8.39907668329949,0.8,0.466516262374718,0.093925734241037,0,2.28638053256282,0.200279674328969,2019-04-05,"OBSV_1624"
"Tree_E","Insect_A","Fungi_3","SITE_0005",2018,197,-1.04712005015067,85.4863490898896,9.19734288720632,5.49088822920415,0.599439937598072,15,11.4965454397636,0.7,0.848889851529185,10,16.259174345959,0.9,0.590324362435607,0,0,2.14900299092488,0.417449143609264,2018-09-17,"OBSV_1243"
"Tree_C","Insect_B","Fungi_1","SITE_0006",2018,198,-2.92132052319371,54.6463190918802,37.9267056298517,26.7546113918783,0.36562319889199,12,9.67880270034875,0.9,1,12,9.44925466781473,0.8,0.374668012066902,0,0,0.0344842760273269,1.17014360753443,2018-05-05,"OBSV_1858"
"Tree_C","Insect_B","Fungi_3","SITE_0006",2023,199,17.9190391486229,82.7470754191319,73.5530880088196,53.7268332119434,0.661134711792692,12,11.8426206706924,0.9,0.861963000890696,10,20.6416144675011,0.9,0.858934025426219,0.142312130596619,0,1.89260288064401,0.352203245230451,2023-05-09,"OBSV_1982"
"Tree_E","Insect_B","Fungi_1","SITE_0008",2019,200,15.2177922201839,57.9905325013,51.7518131734082,34.0466687137135,0.65655802723486,12,13.5686925738596,0.9,0.956017010457352,12,14.2187787684281,0.8,0.953262568672366,0,0,0.230947866919556,0.877543789574117,2019-08-13,"OBSV_1855"
"Tree_D","Insect_C","Fungi_3","SITE_0002",2022,201,-6.97198227604818,87.095077811743,34.0126768449295,22.1377802600737,0.796481468132697,18,8.39690888212845,0.5,0.573808801895935,10,20.5407325602029,0.9,0.474990710301416,0.0208966123909793,0,2.7675504422905,0.548546569907245,2022-06-28,"OBSV_1362"
"Tree_B","Insect_E","Fungi_3","SITE_0007",2019,202,5.6108553950816,40.3155232433542,52.8614087407492,34.9586832765889,0.958058399311267,14,11.3360324977348,0.6,0.609333167394307,10,8.55461011621633,0.9,0.759553569138408,0.285836260819276,0,5.26568957858389,0.461987275781694,2019-06-21,"OBSV_1653"
"Tree_B","Insect_C","Fungi_3","SITE_0005",2021,203,7.75605072880649,95,24.6936396241258,23.0307279426711,0.807805224717595,18,18.2226031117816,0.5,0.676078250271027,10,23.5097241991014,0.9,0.779135151958412,0.244179827768397,0,6.22697759611775,0.232279343003748,2021-08-20,"OBSV_1052"
"Tree_D","Insect_C","Fungi_2","SITE_0006",2019,204,19.2688310535165,30,27.9637400632924,18.2355955436889,0.491930047934875,18,19.8896528727596,0.5,0.497053957471414,15,0.495441313331717,0.6,0.656752129540935,0.375671729710286,1,9.32090743638802,0.554476017030512,2019-04-13,"OBSV_1705"
"Tree_D","Insect_D","Fungi_3","SITE_0015",2023,205,22.7231216467813,44.2754082168519,28.387772716438,19.7316118499705,0.587825920013711,10,11.4783349740737,0.8,0.683724799219525,10,8.14906994729718,0.9,0.926518353189229,0.0557803227511593,0,3.75081478032697,0.556749319306618,2023-04-13,"OBSV_1019"
"Tree_C","Insect_B","Fungi_4","SITE_0010",2022,206,18.0395521211008,75.6472296998327,27.0027491937111,20.3186478433597,0.745953266159631,12,13.4618617722964,0.9,0.834513955884757,18,26.6207856645441,0.5,0.441918458917706,0.0660727594046612,0,2.16705493926917,0.677648807656503,2022-04-17,"OBSV_1460"
"Tree_B","Insect_C","Fungi_3","SITE_0005",2018,207,7.42474462828641,60.6937447872937,19.9560086722367,10.041448457737,0.48014051807113,18,15.1236842628828,0.5,0.498717285675095,10,12.0633655619608,0.9,0.658134959010816,0.235002626256479,0,7.35135484017578,0.639985986578255,2018-08-07,"OBSV_1955"
"Tree_E","Insect_B","Fungi_4","SITE_0003",2023,208,15.5077531691561,95,27.9334998748961,16.7206810082478,0.494814822869375,12,10.9915604296436,0.9,0.805317968461315,18,34.9618930855812,0.5,0.676783508174125,0,0,1.47595848633348,0.612374285506352,2023-05-01,"OBSV_1794"
"Tree_B","Insect_D","Fungi_3","SITE_0006",2018,209,13.7983831720821,47.4904219749653,14.0807554233179,12.8020603487736,0.59930588551797,10,11.2147484583359,0.8,0.676958045373352,10,3.27003513255164,0.9,0.842611862325452,0,0,4.17597163557545,0.525922885565211,2018-06-06,"OBSV_1169"
"Tree_B","Insect_D","Fungi_3","SITE_0007",2020,210,-6.68759259822643,95,81.8091388818384,55.1326418846624,0.459314007731155,10,7.06983308340223,0.8,0.80387989961435,10,18.5313738645234,0.9,0.502036012222781,0,0,1.236166658939,0.502034275683827,2020-04-08,"OBSV_1640"
"Tree_D","Insect_A","Fungi_2","SITE_0011",2020,211,12.1259147711922,74.4690652890427,49.2264139410987,38.2971783580922,0.965373517433181,15,15.479264013844,0.7,0.739117787692546,15,21.7518712903365,0.6,0.439056954382736,0.128109828754511,0,4.13161531216898,0.660075782654657,2020-08-03,"OBSV_1521"
"Tree_A","Insect_D","Fungi_4","SITE_0009",2019,212,4.9412754368145,60.4078913435643,20.9803617857566,12.3511810964018,0.85321823854465,10,7.83621215862011,0.8,0.664344965957753,18,21.2235343016336,0.5,0.337755877434011,0,0,2.52173237322724,0.369172917335088,2019-04-03,"OBSV_1203"
"Tree_B","Insect_C","Fungi_3","SITE_0009",2023,213,14.5718770787658,71.1531446853497,31.2423850722732,21.1271219228276,0.82489655779209,18,19.0570389918232,0.5,0.429741245919039,10,15.5150045798797,0.9,0.877426838828645,0.318727062835409,1,10.04023415802,0.607771458759906,2023-06-06,"OBSV_1729"
"Tree_E","Insect_D","Fungi_2","SITE_0002",2018,214,13.0643305962696,30,21.4020981177663,12.7391503119598,0.821331711951643,10,10.5695673528749,0.8,0.792532534753992,15,-1.60013752601169,0.6,0.681867791082448,0.219583904309452,0,1.91461788191153,0.0620148094662107,2018-09-28,"OBSV_1156"
"Tree_E","Insect_A","Fungi_4","SITE_0002",2019,215,-4.81755344741083,47.2818382217736,68.2205249939291,47.5269656340473,0.554704371164553,15,8.9766933130487,0.7,0.735078823978758,18,9.93902202611428,0.5,0.461662770773762,0.0712780918498043,0,1.82211815426683,0.481164544918125,2019-08-09,"OBSV_1230"
"Tree_A","Insect_D","Fungi_2","SITE_0004",2023,216,1.4487921152842,55.9661624743656,23.0966508637468,17.3149925460551,0.834322014334612,10,7.84878954891109,0.8,0.750847239754654,15,8.39467830806428,0.6,0.475771380622585,0.174278754148563,0,2.21406650561709,0.177061020654115,2023-09-11,"OBSV_1569"
"Tree_B","Insect_C","Fungi_2","SITE_0010",2019,217,9.53948171365071,95,54.3989985307907,36.4272082625067,0.779310892987996,18,14.3251875858425,0.5,0.494843515840889,15,28.8578007550063,0.6,0.407171608387711,0.31473960767933,1,6.82490749413087,0.500348519300186,2019-07-03,"OBSV_1476"
"Tree_B","Insect_D","Fungi_4","SITE_0005",2021,218,-8.49116865914938,72.1217972190578,51.0514220107321,35.2562432726741,0.58426654660143,10,3.36621268665129,0.8,0.797072264975135,18,28.5960861007125,0.5,0.173953717205036,0.0677295899882682,0,0.233837741561998,0.160543020499613,2021-09-10,"OBSV_1692"
"Tree_A","Insect_B","Fungi_2","SITE_0004",2023,219,3.84617982991717,66.4016137757312,23.2010730866114,14.9946162441586,0.35100786681287,12,8.53612466178703,0.9,0.996266851402436,15,20.3341030179912,0.6,0.402548158355006,0.0951399146821993,0,-0.0614408163704688,0.176693707099639,2023-06-11,"OBSV_1946"
"Tree_B","Insect_B","Fungi_3","SITE_0002",2023,220,9.15216949840687,86.8112377489098,35.5308294208765,21.9114631136674,0.849546234193258,12,9.3781963750014,0.9,0.966267720327815,10,16.5649179284543,0.9,0.691387252111497,0.0802579494210439,0,0.15131142385124,0.11312203172791,2023-04-07,"OBSV_1459"
"Tree_D","Insect_E","Fungi_1","SITE_0009",2023,221,14.7618847277863,62.0564553728498,11.4611044713399,6.80135405322572,0.446903814189136,14,15.6403675432115,0.6,0.580115247006544,12,12.7225519139428,0.8,0.698067860321865,0.0196922053754551,0,6.57528654185719,0.123913129523653,2023-05-18,"OBSV_1384"
"Tree_D","Insect_C","Fungi_4","SITE_0004",2022,222,8.94997113850901,76.7226777765167,12.1356324959939,6.66720454161001,0.641456077527255,18,12.8090581961971,0.5,0.503163129986467,18,28.7688288408217,0.5,0.515375226333151,0.0391033315334961,0,6.09798613977847,0.895030119605953,2022-08-17,"OBSV_1980"
"Tree_E","Insect_D","Fungi_4","SITE_0008",2020,223,12.8336510649742,51.6579479349618,22.4442157139829,15.771377889504,0.836489379149862,10,11.9495621410327,0.8,0.614818780870413,18,11.0105542226744,0.5,0.690047060447287,0.215207707608107,0,4.79585741000985,0.125328942862578,2020-06-26,"OBSV_1820"
"Tree_A","Insect_D","Fungi_3","SITE_0002",2019,224,16.147405498949,86.3148430371494,44.913367639076,30.2263519044486,0.90519471259322,10,11.9598288685436,0.8,0.609012180386882,10,16.1825426260429,0.9,0.877491682780872,0.308972034254765,1,4.78939823832246,0.268944653984496,2019-04-26,"OBSV_1247"
"Tree_A","Insect_E","Fungi_1","SITE_0014",2022,225,11.3620472775803,77.9081320024633,2.73599102492538,5.62009046496588,0.417105757491663,14,14.0222415072738,0.6,0.763578005227928,12,21.3971666316785,0.8,0.747893752518903,0.139838059038058,0,3.94721137591785,0.631832607208335,2022-06-02,"OBSV_1480"
"Tree_E","Insect_E","Fungi_2","SITE_0009",2020,226,20.4220089590626,30,14.9179458368197,5.13706855385549,0.750139354588464,14,15.6966924660918,0.6,0.597051518854113,15,4.38931317846154,0.6,0.58436174410931,0.381340808941089,1,4.80918031947312,0.0936976050545947,2020-04-08,"OBSV_1319"
"Tree_E","Insect_C","Fungi_1","SITE_0009",2019,227,5.53015273813881,78.8202427545664,13.3990854904041,9.0730157751147,0.396821086155251,18,16.4702190053342,0.5,0.580125221043338,12,18.3672436431246,0.8,0.53863179300382,0.0410200695284144,0,7.2559936778273,0.490968521014892,2019-09-09,"OBSV_1000"
"Tree_B","Insect_C","Fungi_1","SITE_0007",2019,228,27.2714870974018,48.7235484929018,18.0354718504039,14.5212289357121,0.417531370022334,18,22.657628273229,0.5,0.417238389164773,12,9.66118777300071,0.8,1,0.0759059415546913,0,13.1708821227014,0.608468805128608,2019-06-14,"OBSV_1769"
"Tree_C","Insect_E","Fungi_4","SITE_0002",2023,229,8.87172860550274,85.3028477782315,16.0625567789734,13.1378917129479,0.844557762169279,14,14.3298785798998,0.6,0.676804161815354,18,31.7515966933896,0.5,0.452938429737961,0.0119124752384369,0,3.81740082694539,1.28675233572373,2023-08-18,"OBSV_1676"
"Tree_C","Insect_A","Fungi_3","SITE_0009",2021,230,15.5720980225971,53.6528993254917,31.4840269436922,22.796571634685,0.448564589791931,15,15.0036266735021,0.7,0.833029225984111,10,6.94966342612532,0.9,1,0,0,2.38840695698452,0.205954146393416,2021-05-23,"OBSV_1686"
"Tree_B","Insect_A","Fungi_4","SITE_0004",2021,231,1.21555621670655,58.1718113160179,43.1549377734383,30.8441852823829,0.937528802384622,15,8.76195671882219,0.7,0.946945374920468,18,19.1329510987767,0.5,0.163602184043897,0,0,-0.263927715464966,0.207015452736947,2021-09-22,"OBSV_1059"
"Tree_B","Insect_D","Fungi_1","SITE_0014",2022,232,16.2934293075768,30,21.1593027831544,14.816992597222,0.395412484416738,10,11.042044923043,0.8,0.904282432245298,12,0.101608365233158,0.8,1,0,0,0.924848624345689,0.125002112696493,2022-09-10,"OBSV_1537"
"Tree_D","Insect_A","Fungi_3","SITE_0001",2018,233,12.3311155517855,72.7634174223022,32.4039346949348,18.5437820522051,0.324871364585124,15,14.9901699474637,0.7,0.562134108380124,10,13.2246642232888,0.9,0.906669935988305,0.0730901213924629,0,6.93334169035793,0.456647548896079,2018-08-06,"OBSV_1736"
"Tree_C","Insect_A","Fungi_3","SITE_0002",2019,234,13.8718257384124,66.4319477801969,26.0926187918975,17.1021312647837,0.778406314156018,15,14.2096735346828,0.7,0.888289202409747,10,14.7089154643306,0.9,0.859108470828899,0.0199702448474499,0,1.72198340746007,2.18128238367903,2019-04-23,"OBSV_1200"
"Tree_B","Insect_C","Fungi_4","SITE_0009",2021,235,15.9431932731852,95,47.5313328649386,32.1431223562934,0.304891313565895,18,18.2073455648413,0.5,0.487452745685232,18,38.7916153022824,0.5,0.547174849224246,0,0,9.03728782753458,0.680787186784072,2021-06-01,"OBSV_1144"
"Tree_A","Insect_B","Fungi_4","SITE_0015",2020,236,17.2575029710677,48.7607615790036,17.3256740574284,11.8727453531227,0.687113542668521,12,13.8130053204069,0.9,0.833684302446959,18,13.2139709787194,0.5,0.60328164506919,0.0265552551402759,0,2.78098602191055,0.574225990007009,2020-09-20,"OBSV_1407"
"Tree_B","Insect_D","Fungi_2","SITE_0015",2021,237,16.3281156683517,30,35.8121005362418,24.0256793049754,0.630457692383789,10,8.78768352114419,0.8,0.942423901097369,15,-1.00254871288123,0.6,0.842679328483868,0.0975088849647284,0,0.809232942938164,1.30724663484441,2021-05-05,"OBSV_1750"
"Tree_A","Insect_B","Fungi_3","SITE_0013",2019,238,7.42523391838118,68.31900235204,32.1887983143912,24.1558582056572,0.977987633203156,12,8.01879730185635,0.9,0.988290956625125,10,8.97581105855168,0.9,0.863805203359631,0.0286320206719695,0,0.44382795459482,0.80541414349937,2019-07-04,"OBSV_1860"
"Tree_C","Insect_D","Fungi_2","SITE_0008",2018,239,7.62951108200692,37.9539101722384,43.6142593903925,33.4040387867571,0.453978847106919,10,7.91980113454247,0.8,0.967102829089572,15,7.01818875852052,0.6,0.522485024290393,0.0478207741483914,0,0.458665402091068,0.186815222535269,2018-09-04,"OBSV_1569"
"Tree_E","Insect_C","Fungi_4","SITE_0014",2023,240,11.760263138737,30,46.1198683317398,32.6450591705279,0.44192381312605,18,16.1232632345006,0.5,0.385014722722274,18,1.27065764773305,0.5,0.477348056436154,0.329112782131754,1,10.0944284604291,0.367325898736749,2023-08-22,"OBSV_1735"
"Tree_B","Insect_B","Fungi_3","SITE_0001",2020,241,10.764925709145,73.2642455117641,18.4429776877841,12.4463564010801,0.456878586020321,12,12.2481142751321,0.9,0.76595300962091,10,12.9947169764615,0.9,0.784028643619415,0,0,2.48982221689591,0.228289772222558,2020-08-12,"OBSV_1784"
"Tree_D","Insect_C","Fungi_1","SITE_0015",2019,242,2.30238546426347,31.018504549325,23.2311029712803,13.4918230932335,0.350268904841505,18,14.8187178154104,0.5,0.497813553844352,12,5.17221599538717,0.8,0.556507364338813,0,0,7.03986417755341,0.763525981062318,2019-09-24,"OBSV_1352"
"Tree_D","Insect_E","Fungi_4","SITE_0011",2020,243,23.7427931365527,30,52.3686897937705,35.9047218229027,0.52018970772624,14,16.0017005265599,0.6,0.413539511332045,18,1.10091273354665,0.5,0.586460540429138,0.0498138940488742,0,9.25930820352112,1.65629790882484,2020-09-08,"OBSV_1538"
